OrderID,OrderTimestamp,DeliveryZone,Courier,DeliveryService,Occasion,ProductCategory,ProductID,FreshFlowers,LeadTimeDays,RequestedDeliveryDateTime,DispatchTimestamp,DeliveredTimestamp,DailyOrderVolume,OrderValue,ComplaintRaised,Refunded,RefundReason,RefundAmount,LatenessHours,DaysToDeliver,ZoneStandardDays,OnTime,DeliveryOutcome,WithinSpeedStandard,HandlingHours,TransitHours,DispatchSlackHours,CourierNormTransit,CourierDelayHours,InternalDelayHours,LatenessBucket,DelayDrivenRefund,HardDateOccasion,VolumeBand
ORD1021,2026-01-01 14:00:00,Klang Valley,Lalamove,Next Day,Other,Bouquet,BHC-RCL,Yes,1,2026-01-02 14:00:00,2026-01-02 12:13:00,2026-01-02 14:16:00,11,145,No,No,,0.0,0.26666666666666666,1,1,True,Positive,True,22.216666666666665,2.05,1.7833333333333334,1.6333333333333333,0.4166666666666665,0.0,On time (<=1h),False,False,<=20
ORD1066,2026-01-01 17:23:00,Johor Bahru,J&T Express,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,5,2026-01-06 10:00:00,2026-01-05 07:16:00,2026-01-06 09:24:00,7,145,No,No,,0.0,-0.6,5,2,True,Positive,False,85.88333333333334,26.133333333333333,26.733333333333334,23.275,2.8583333333333343,0.0,On time (<=1h),False,False,<=20
ORD1061,2026-01-01 19:23:00,Penang,Ninja Van,Scheduled,Congratulations,Bouquet,BHC-SUN,Yes,5,2026-01-06 12:00:00,2026-01-05 07:11:00,2026-01-06 12:21:00,7,169,No,No,,0.0,0.35,5,2,True,Positive,False,83.8,29.166666666666668,28.816666666666666,21.416666666666664,7.7500000000000036,0.0,On time (<=1h),False,False,<=20
ORD1058,2026-01-01 19:35:00,Klang Valley,In-house Rider,Scheduled,Anniversary,Bouquet,BHC-RRB,Yes,4,2026-01-05 16:00:00,2026-01-05 14:53:00,2026-01-05 16:58:00,11,209,No,No,,0.0,0.9666666666666667,4,1,True,Positive,False,91.3,2.0833333333333335,1.1166666666666667,1.6666666666666667,0.41666666666666674,0.55,On time (<=1h),False,True,<=20
ORD1060,2026-01-01 21:47:00,Johor Bahru,J&T Express,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,4,2026-01-05 16:00:00,2026-01-04 21:37:00,2026-01-05 15:22:00,11,204,No,No,,0.0,-0.6333333333333333,4,2,True,Positive,False,71.83333333333333,17.75,18.383333333333333,23.275,0.0,4.891666666666666,On time (<=1h),False,False,<=20
ORD1012,2026-01-02 07:23:00,Klang Valley,Lalamove,Same Day,Anniversary,Bouquet,BHC-RRB,Yes,0,2026-01-02 14:00:00,2026-01-02 12:17:00,2026-01-02 14:24:00,11,159,Yes,Yes,Damaged Flowers,119.77,0.4,0,1,True,Positive,True,4.9,2.1166666666666667,1.7166666666666666,1.6333333333333333,0.4833333333333334,0.0,On time (<=1h),False,True,<=20
ORD1046,2026-01-02 09:47:00,Klang Valley,Lalamove,Scheduled,Birthday,Flower Box,BHC-TLB,Yes,2,2026-01-04 12:00:00,2026-01-04 10:16:00,2026-01-04 13:07:00,15,169,No,No,,0.0,1.1166666666666667,2,1,True,Positive,False,48.483333333333334,2.85,1.7333333333333334,1.6333333333333333,1.2166666666666668,0.0,1-6h late,False,False,<=20
ORD1025,2026-01-02 11:12:00,Klang Valley,Lalamove,Next Day,Congratulations,Flower Box,BHC-TLB,Yes,1,2026-01-03 14:00:00,2026-01-03 12:48:00,2026-01-03 13:59:00,12,169,No,No,,0.0,-0.016666666666666666,1,1,True,Positive,True,25.6,1.1833333333333333,1.2,1.6333333333333333,0.0,0.43333333333333335,On time (<=1h),False,False,<=20
ORD1029,2026-01-02 12:35:00,Penang,Pos Laju,Next Day,Congratulations,Flower Box,BHC-PNB,Yes,1,2026-01-03 12:00:00,2026-01-02 17:16:00,2026-01-03 12:01:00,12,189,No,No,,0.0,0.016666666666666666,1,2,True,Positive,True,4.683333333333334,18.75,18.733333333333334,22.0,0.0,3.2666666666666657,On time (<=1h),False,False,<=20
ORD1078,2026-01-02 13:35:00,Klang Valley,Lalamove,Scheduled,Congratulations,Bouquet,BHC-SUN,Yes,5,2026-01-07 10:00:00,2026-01-07 08:42:00,2026-01-07 10:41:00,12,169,No,No,,0.0,0.6833333333333333,5,1,True,Positive,False,115.11666666666666,1.9833333333333334,1.3,1.6333333333333333,0.3500000000000001,0.33333333333333326,On time (<=1h),False,False,<=20
ORD1052,2026-01-02 14:58:00,Klang Valley,Lalamove,Scheduled,Anniversary,Flower Box,BHC-RBX,Yes,3,2026-01-05 18:00:00,2026-01-05 16:27:00,2026-01-05 18:43:00,11,209,No,No,,0.0,0.7166666666666667,3,1,True,Positive,False,73.48333333333333,2.2666666666666666,1.55,1.6333333333333333,0.6333333333333333,0.08333333333333326,On time (<=1h),False,True,<=20
ORD1087,2026-01-02 16:47:00,Klang Valley,In-house Rider,Scheduled,Other,Bouquet,BHC-LPK,Yes,6,2026-01-08 10:00:00,2026-01-08 09:15:00,2026-01-08 10:53:00,10,219,No,No,,0.0,0.8833333333333333,6,1,True,Positive,False,136.46666666666667,1.6333333333333333,0.75,1.6666666666666667,0.0,0.9166666666666667,On time (<=1h),False,False,<=20
ORD1032,2026-01-02 17:58:00,Other,J&T Express,Next Day,Congratulations,Hamper,BHC-FHP,No,1,2026-01-03 18:00:00,2026-01-03 00:07:00,2026-01-03 20:02:00,12,259,Yes,Yes,Wrong Bouquet,218.16,2.033333333333333,1,2,True,Positive,True,6.15,19.916666666666668,17.883333333333333,23.275,0.0,5.391666666666666,1-6h late,True,False,<=20
ORD1027,2026-01-02 18:47:00,Other,Ninja Van,Next Day,Birthday,Bouquet,BHC-HYD,Yes,1,2026-01-03 16:00:00,2026-01-02 19:47:00,2026-01-04 00:38:00,12,264,No,No,,0.0,8.633333333333333,2,2,False,Negative,True,1.0,28.85,20.216666666666665,21.416666666666664,7.433333333333337,1.1999999999999993,6-24h late,False,False,<=20
ORD1070,2026-01-02 19:58:00,Klang Valley,GrabExpress,Scheduled,Birthday,Bouquet,BHC-SUN,Yes,5,2026-01-07 18:00:00,2026-01-07 17:03:00,2026-01-07 18:37:00,12,219,Yes,Yes,Wrong Bouquet,194.62,0.6166666666666667,5,1,True,Positive,False,117.08333333333333,1.5666666666666667,0.95,1.5583333333333333,0.008333333333333304,0.6083333333333334,On time (<=1h),False,False,<=20
ORD1063,2026-01-02 20:35:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-BBW,Yes,4,2026-01-06 10:00:00,2026-01-06 08:07:00,2026-01-06 10:11:00,7,89,No,No,,0.0,0.18333333333333332,4,1,True,Positive,False,83.53333333333333,2.066666666666667,1.8833333333333333,1.6333333333333333,0.43333333333333357,0.0,On time (<=1h),False,False,<=20
ORD1033,2026-01-02 21:00:00,Klang Valley,Ninja Van,Next Day,Other,Bouquet,BHC-LPK,Yes,1,2026-01-03 14:00:00,2026-01-02 22:00:00,2026-01-03 22:27:00,12,169,Yes,No,,0.0,8.45,1,1,True,Positive,True,1.0,24.45,16.0,21.416666666666664,3.033333333333335,5.416666666666664,6-24h late,False,False,<=20
ORD1030,2026-01-03 07:12:00,Klang Valley,Lalamove,Same Day,Birthday,Flower Box,BHC-PNB,Yes,0,2026-01-03 16:00:00,2026-01-03 14:01:00,2026-01-03 16:34:00,12,224,Yes,Yes,Other,141.18,0.5666666666666667,0,1,True,Positive,True,6.816666666666666,2.55,1.9833333333333334,1.6333333333333333,0.9166666666666665,0.0,On time (<=1h),False,False,<=20
ORD1034,2026-01-03 08:35:00,Klang Valley,In-house Rider,Same Day,Anniversary,Bouquet,BHC-RCL,Yes,0,2026-01-03 14:00:00,2026-01-03 12:23:00,2026-01-03 14:40:00,12,145,No,No,,0.0,0.6666666666666666,0,1,True,Positive,True,3.8,2.283333333333333,1.6166666666666667,1.6666666666666667,0.6166666666666665,0.050000000000000044,On time (<=1h),False,True,<=20
ORD1026,2026-01-03 08:58:00,Klang Valley,Lalamove,Same Day,Anniversary,Preserved Flowers,BHC-PRV,No,0,2026-01-03 14:00:00,2026-01-03 12:35:00,2026-01-03 15:05:00,12,289,No,No,,0.0,1.0833333333333333,0,1,False,Negative,True,3.6166666666666667,2.5,1.4166666666666667,1.6333333333333333,0.8666666666666667,0.21666666666666656,1-6h late,False,True,<=20
ORD1024,2026-01-03 09:35:00,Klang Valley,GrabExpress,Same Day,Congratulations,Bouquet,BHC-SUN,Yes,0,2026-01-03 18:00:00,2026-01-03 16:48:00,2026-01-03 18:04:00,12,179,No,No,,0.0,0.06666666666666667,0,1,True,Positive,True,7.216666666666667,1.2666666666666666,1.2,1.5583333333333333,0.0,0.3583333333333334,On time (<=1h),False,False,<=20
ORD1049,2026-01-03 09:47:00,Klang Valley,Lalamove,Next Day,Grand Opening,Hamper,BHC-GOH,No,1,2026-01-04 16:00:00,2026-01-04 14:46:00,2026-01-04 16:23:00,15,329,No,No,,0.0,0.38333333333333336,1,1,True,Positive,True,28.983333333333334,1.6166666666666667,1.2333333333333334,1.6333333333333333,0.0,0.3999999999999999,On time (<=1h),False,True,<=20
ORD1031,2026-01-03 11:47:00,Klang Valley,Lalamove,Same Day,Congratulations,Bouquet,BHC-HYD,Yes,0,2026-01-03 18:00:00,2026-01-03 15:59:00,2026-01-03 18:17:00,12,239,No,No,,0.0,0.2833333333333333,0,1,True,Positive,True,4.2,2.3,2.0166666666666666,1.6333333333333333,0.6666666666666665,0.0,On time (<=1h),False,False,<=20
ORD1059,2026-01-03 15:00:00,Johor Bahru,J&T Express,Scheduled,Other,Bouquet,BHC-BBW,Yes,2,2026-01-05 18:00:00,2026-01-04 15:37:00,2026-01-05 17:49:00,11,139,No,No,,0.0,-0.18333333333333332,2,2,True,Positive,True,24.616666666666667,26.2,26.383333333333333,23.275,2.9250000000000007,0.0,On time (<=1h),False,False,<=20
ORD1035,2026-01-03 17:00:00,Penang,J&T Express,Next Day,Condolence,Bouquet,BHC-SYM,Yes,1,2026-01-04 10:00:00,2026-01-03 18:00:00,2026-01-05 00:17:00,15,199,Yes,Yes,Late Delivery,138.73,14.283333333333333,2,2,False,Negative,True,1.0,30.283333333333335,16.0,23.275,7.008333333333336,7.274999999999999,6-24h late,True,True,<=20
ORD1065,2026-01-03 20:23:00,Other,J&T Express,Scheduled,Anniversary,Bouquet,BHC-RCL,Yes,3,2026-01-06 18:00:00,2026-01-05 21:30:00,2026-01-06 19:02:00,7,145,No,No,,0.0,1.0333333333333334,3,2,True,Positive,False,49.11666666666667,21.533333333333335,20.5,23.275,0.0,2.7749999999999986,1-6h late,False,True,<=20
ORD1111,2026-01-03 20:23:00,Johor Bahru,Pos Laju,Scheduled,Other,Bouquet,BHC-BBW,Yes,7,2026-01-10 12:00:00,2026-01-09 11:58:00,2026-01-10 11:10:00,13,89,No,No,,0.0,-0.8333333333333334,7,2,True,Positive,False,135.58333333333334,23.2,24.033333333333335,22.0,1.1999999999999993,0.0,On time (<=1h),False,False,<=20
ORD1073,2026-01-03 20:47:00,Klang Valley,In-house Rider,Scheduled,Birthday,Bouquet,BHC-CPK,Yes,4,2026-01-07 12:00:00,2026-01-07 11:35:00,2026-01-07 12:42:00,12,145,No,No,,0.0,0.7,4,1,True,Positive,False,86.8,1.1166666666666667,0.4166666666666667,1.6666666666666667,0.0,1.25,On time (<=1h),False,False,<=20
ORD1090,2026-01-03 20:58:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-LPK,Yes,6,2026-01-09 18:00:00,2026-01-09 15:58:00,2026-01-09 18:30:00,10,169,No,No,,0.0,0.5,6,1,True,Positive,False,139.0,2.533333333333333,2.033333333333333,1.6333333333333333,0.8999999999999999,0.0,On time (<=1h),False,False,<=20
ORD1037,2026-01-04 07:35:00,Klang Valley,GrabExpress,Same Day,Birthday,Bouquet,BHC-SUN,Yes,0,2026-01-04 16:00:00,2026-01-04 13:50:00,2026-01-04 15:53:00,15,169,No,No,,0.0,-0.11666666666666667,0,1,True,Positive,True,6.25,2.05,2.1666666666666665,1.5583333333333333,0.4916666666666665,0.0,On time (<=1h),False,False,<=20
ORD1043,2026-01-04 07:58:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-BBW,Yes,0,2026-01-04 14:00:00,2026-01-04 12:47:00,2026-01-04 13:41:00,15,89,No,No,,0.0,-0.31666666666666665,0,1,True,Positive,True,4.816666666666666,0.9,1.2166666666666666,1.6333333333333333,0.0,0.41666666666666674,On time (<=1h),False,False,<=20
ORD1048,2026-01-04 08:12:00,Klang Valley,In-house Rider,Same Day,Birthday,Gift Set,BHC-GST,No,0,2026-01-04 14:00:00,2026-01-04 12:16:00,2026-01-04 13:42:00,15,179,No,No,,0.0,-0.3,0,1,True,Positive,True,4.066666666666666,1.4333333333333333,1.7333333333333334,1.6666666666666667,0.0,0.0,On time (<=1h),False,False,<=20
ORD1102,2026-01-04 08:35:00,Klang Valley,GrabExpress,Scheduled,Other,Bouquet,BHC-RCL,Yes,6,2026-01-10 18:00:00,2026-01-10 15:43:00,2026-01-10 17:46:00,13,135,No,No,,0.0,-0.23333333333333334,6,1,True,Positive,False,151.13333333333333,2.05,2.283333333333333,1.5583333333333333,0.4916666666666665,0.0,On time (<=1h),False,False,<=20
ORD1039,2026-01-04 10:12:00,Klang Valley,In-house Rider,Same Day,Other,Hamper,BHC-FHP,No,0,2026-01-04 16:00:00,2026-01-04 14:16:00,2026-01-04 16:14:00,15,259,No,No,,0.0,0.23333333333333334,0,1,True,Positive,True,4.066666666666666,1.9666666666666666,1.7333333333333334,1.6666666666666667,0.2999999999999998,0.0,On time (<=1h),False,False,<=20
ORD1081,2026-01-04 10:23:00,Klang Valley,GrabExpress,Scheduled,Condolence,Bouquet,BHC-SYM,Yes,4,2026-01-08 10:00:00,2026-01-08 08:09:00,2026-01-08 10:24:00,10,199,No,No,,0.0,0.4,4,1,True,Positive,False,93.76666666666667,2.25,1.85,1.5583333333333333,0.6916666666666667,0.0,On time (<=1h),False,True,<=20
ORD1045,2026-01-04 10:35:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-CPK,Yes,0,2026-01-04 16:00:00,2026-01-04 15:09:00,2026-01-04 16:39:00,15,145,No,No,,0.0,0.65,0,1,True,Positive,True,4.566666666666666,1.5,0.85,1.6333333333333333,0.0,0.7833333333333333,On time (<=1h),False,False,<=20
ORD1098,2026-01-04 10:35:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-BBW,Yes,5,2026-01-09 18:00:00,2026-01-09 17:29:00,2026-01-09 18:56:00,10,89,No,No,,0.0,0.9333333333333333,5,1,True,Positive,False,126.9,1.45,0.5166666666666667,1.6333333333333333,0.0,1.1166666666666667,On time (<=1h),False,False,<=20
ORD1042,2026-01-04 10:58:00,Klang Valley,Lalamove,Same Day,Congratulations,Flower Box,BHC-TLB,Yes,0,2026-01-04 14:00:00,2026-01-04 13:05:00,2026-01-04 14:11:00,15,169,No,No,,0.0,0.18333333333333332,0,1,True,Positive,True,2.1166666666666667,1.1,0.9166666666666666,1.6333333333333333,0.0,0.7166666666666667,On time (<=1h),False,False,<=20
ORD1107,2026-01-04 12:58:00,Klang Valley,Lalamove,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,6,2026-01-10 16:00:00,2026-01-10 14:11:00,2026-01-10 16:34:00,13,169,No,No,,0.0,0.5666666666666667,6,1,True,Positive,False,145.21666666666667,2.3833333333333333,1.8166666666666667,1.6333333333333333,0.75,0.0,On time (<=1h),False,False,<=20
ORD1096,2026-01-04 16:12:00,Other,Pos Laju,Scheduled,Congratulations,Bouquet,BHC-SUN,Yes,5,2026-01-09 12:00:00,2026-01-08 14:51:00,2026-01-09 11:33:00,10,204,No,No,,0.0,-0.45,5,2,True,Positive,False,94.65,20.7,21.15,22.0,0.0,0.8500000000000014,On time (<=1h),False,False,<=20
ORD1125,2026-01-04 19:12:00,Klang Valley,Lalamove,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,7,2026-01-11 10:00:00,2026-01-11 08:36:00,2026-01-11 10:33:00,13,169,No,No,,0.0,0.55,7,1,True,Positive,False,157.4,1.95,1.4,1.6333333333333333,0.31666666666666665,0.2333333333333334,On time (<=1h),False,False,<=20
ORD1053,2026-01-05 07:35:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-CPK,Yes,0,2026-01-05 18:00:00,2026-01-05 17:02:00,2026-01-05 18:37:00,11,165,Yes,Yes,Other,96.49,0.6166666666666667,0,1,True,Positive,True,9.45,1.5833333333333333,0.9666666666666667,1.6333333333333333,0.0,0.6666666666666666,On time (<=1h),False,False,<=20
ORD1055,2026-01-05 08:00:00,Klang Valley,Lalamove,Same Day,Anniversary,Bouquet,BHC-RRB,Yes,0,2026-01-05 14:00:00,2026-01-05 12:23:00,2026-01-05 14:17:00,11,159,No,No,,0.0,0.2833333333333333,0,1,True,Positive,True,4.383333333333334,1.9,1.6166666666666667,1.6333333333333333,0.2666666666666666,0.016666666666666607,On time (<=1h),False,True,<=20
ORD1054,2026-01-05 08:23:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-RCL,Yes,0,2026-01-05 14:00:00,2026-01-05 12:49:00,2026-01-05 15:03:00,11,145,Yes,Yes,Other,93.31,1.05,0,1,False,Negative,True,4.433333333333334,2.2333333333333334,1.1833333333333333,1.6333333333333333,0.6000000000000001,0.44999999999999996,1-6h late,True,False,<=20
ORD1057,2026-01-05 10:12:00,Klang Valley,GrabExpress,Same Day,Birthday,Bouquet,BHC-BBW,Yes,0,2026-01-05 18:00:00,2026-01-05 16:40:00,2026-01-05 18:02:00,11,124,No,No,,0.0,0.03333333333333333,0,1,True,Positive,True,6.466666666666667,1.3666666666666667,1.3333333333333333,1.5583333333333333,0.0,0.2250000000000001,On time (<=1h),False,False,<=20
ORD1113,2026-01-05 10:12:00,Klang Valley,In-house Rider,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,6,2026-01-11 18:00:00,2026-01-11 16:59:00,2026-01-11 18:14:00,13,169,No,No,,0.0,0.23333333333333334,6,1,True,Positive,False,150.78333333333333,1.25,1.0166666666666666,1.6666666666666667,0.0,0.6500000000000001,On time (<=1h),False,False,<=20
ORD1050,2026-01-05 10:23:00,Klang Valley,Lalamove,Same Day,Other,Bouquet,BHC-BBW,Yes,0,2026-01-05 18:00:00,2026-01-05 16:35:00,2026-01-05 18:25:00,11,89,No,No,,0.0,0.4166666666666667,0,1,True,Positive,True,6.2,1.8333333333333333,1.4166666666666667,1.6333333333333333,0.19999999999999996,0.21666666666666656,On time (<=1h),False,False,<=20
ORD1080,2026-01-05 11:00:00,Klang Valley,In-house Rider,Scheduled,Grand Opening,Gift Set,BHC-GSC,No,3,2026-01-08 16:00:00,2026-01-08 14:51:00,2026-01-08 16:36:00,10,199,No,No,,0.0,0.6,3,1,True,Positive,False,75.85,1.75,1.15,1.6666666666666667,0.08333333333333326,0.5166666666666668,On time (<=1h),False,True,<=20
ORD1056,2026-01-05 11:58:00,Klang Valley,In-house Rider,Same Day,Congratulations,Gift Set,BHC-GSC,No,0,2026-01-05 18:00:00,2026-01-05 16:17:00,2026-01-05 18:14:00,11,219,No,No,,0.0,0.23333333333333334,0,1,True,Positive,True,4.316666666666666,1.95,1.7166666666666666,1.6666666666666667,0.2833333333333332,0.0,On time (<=1h),False,False,<=20
ORD1139,2026-01-05 13:35:00,Penang,Pos Laju,Scheduled,Birthday,Bouquet,BHC-LPK,Yes,7,2026-01-12 16:00:00,2026-01-11 17:15:00,2026-01-12 15:38:00,14,169,No,No,,0.0,-0.36666666666666664,7,2,True,Positive,False,147.66666666666666,22.383333333333333,22.75,22.0,0.38333333333333286,0.0,On time (<=1h),False,False,<=20
ORD1126,2026-01-05 17:35:00,Klang Valley,GrabExpress,Scheduled,Congratulations,Bouquet,BHC-HYD,Yes,7,2026-01-12 14:00:00,2026-01-12 12:53:00,2026-01-12 13:56:00,14,229,No,No,,0.0,-0.06666666666666667,7,1,True,Positive,False,163.3,1.05,1.1166666666666667,1.5583333333333333,0.0,0.44166666666666665,On time (<=1h),False,False,<=20
ORD1067,2026-01-05 19:23:00,Johor Bahru,J&T Express,Next Day,Other,Bouquet,BHC-BBW,Yes,1,2026-01-06 14:00:00,2026-01-05 20:23:00,2026-01-07 20:49:00,7,89,Yes,Yes,Late Delivery,67.55,30.816666666666666,2,2,False,Negative,True,1.0,48.43333333333333,17.616666666666667,23.275,25.15833333333333,5.658333333333331,>24h late,True,False,<=20
ORD1121,2026-01-05 20:12:00,Klang Valley,Lalamove,Scheduled,Anniversary,Bouquet,BHC-RCL,Yes,6,2026-01-11 14:00:00,2026-01-11 13:03:00,2026-01-11 14:32:00,13,135,No,No,,0.0,0.5333333333333333,6,1,True,Positive,False,136.85,1.4833333333333334,0.95,1.6333333333333333,0.0,0.6833333333333333,On time (<=1h),False,True,<=20
ORD1124,2026-01-05 20:35:00,Klang Valley,In-house Rider,Scheduled,Birthday,Bouquet,BHC-BBW,Yes,6,2026-01-11 18:00:00,2026-01-11 17:15:00,2026-01-11 19:18:00,13,89,No,No,,0.0,1.3,6,1,True,Positive,False,140.66666666666666,2.05,0.75,1.6666666666666667,0.3833333333333331,0.9166666666666667,1-6h late,False,False,<=20
ORD1123,2026-01-05 20:58:00,Klang Valley,Lalamove,Scheduled,Birthday,Bouquet,BHC-HYD,Yes,6,2026-01-11 14:00:00,2026-01-11 12:07:00,2026-01-11 14:02:00,13,229,No,No,,0.0,0.03333333333333333,6,1,True,Positive,False,135.15,1.9166666666666667,1.8833333333333333,1.6333333333333333,0.28333333333333344,0.0,On time (<=1h),False,False,<=20
ORD1134,2026-01-06 08:23:00,Penang,J&T Express,Scheduled,Birthday,Bouquet,BHC-SUN,Yes,6,2026-01-12 18:00:00,2026-01-11 16:38:00,2026-01-12 19:08:00,14,169,No,No,,0.0,1.1333333333333333,6,2,True,Positive,False,128.25,26.5,25.366666666666667,23.275,3.2250000000000014,0.0,1-6h late,False,False,<=20
ORD1105,2026-01-06 09:23:00,Klang Valley,GrabExpress,Scheduled,Congratulations,Flower Box,BHC-TLB,Yes,4,2026-01-10 14:00:00,2026-01-10 12:37:00,2026-01-10 14:33:00,13,219,No,No,,0.0,0.55,4,1,True,Positive,False,99.23333333333333,1.9333333333333333,1.3833333333333333,1.5583333333333333,0.375,0.17500000000000004,On time (<=1h),False,False,<=20
ORD1064,2026-01-06 10:35:00,Klang Valley,Lalamove,Same Day,Congratulations,Flower Box,BHC-TLB,Yes,0,2026-01-06 14:00:00,2026-01-06 13:06:00,2026-01-06 14:04:00,7,169,No,No,,0.0,0.06666666666666667,0,1,True,Positive,True,2.5166666666666666,0.9666666666666667,0.9,1.6333333333333333,0.0,0.7333333333333333,On time (<=1h),False,False,<=20
ORD1075,2026-01-06 12:35:00,Other,Pos Laju,Next Day,Birthday,Bouquet,BHC-HYD,Yes,1,2026-01-07 18:00:00,2026-01-06 16:18:00,2026-01-07 20:44:00,12,229,No,No,,0.0,2.7333333333333334,1,2,True,Positive,True,3.716666666666667,28.433333333333334,25.7,22.0,6.433333333333334,0.0,1-6h late,False,False,<=20
